Item_Identifier,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Gender,Age,Profession,Item_Outlet_Sales
FDW56,Low Fat,Fruits and Vegetables,191.8162,OUT019,Small,Tier 1,Grocery Store,Female,25,Entertainment,670.4606
FDB40,Regular,Dairy,145.5102,OUT017,,Tier 2,Supermarket Type1,Male,71,Healthcare,3599.3148
FDM28,Low Fat,Frozen Foods,178.866,OUT018,Medium,Tier 3,Supermarket Type2,Male,65,Doctor,652.484
FDV49,Low Fat,Canned,264.6226,OUT013,High,Tier 3,Supermarket Type1,Male,74,Entertainment,1126.5336
NCS53,Low Fat,Health and Hygiene,156.8604,OUT018,Medium,Tier 3,Supermarket Type2,Female,20,Executive,5645.984
FDO03,Regular,Meat,228.8352,OUT049,Medium,Tier 1,Supermarket Type1,Female,43,Healthcare,3974.826
FDT15,Regular,Meat,183.595,OUT035,Small,Tier 2,Supermarket Type1,Female,20,Engineer,4261.12
FDD33,Low Fat,Fruits and Vegetables,230.6642,OUT049,Medium,Tier 1,Supermarket Type1,Female,40,Engineer,1992.7394
FDX13,Low Fat,Canned,250.9092,OUT017,,Tier 2,Supermarket Type1,Female,46,Healthcare,2334.9606
FDH60,Regular,Baking Goods,197.311,OUT013,High,Tier 3,Supermarket Type1,Female,65,,2299.6732
DRH51,Low Fat,Dairy,86.1856,OUT046,Small,Tier 1,Supermarket Type1,Female,21,Executive,1202.4348
NCL07,Low Fat,Others,41.948,OUT049,Medium,Tier 1,Supermarket Type1,Female,50,Marketing,2900.2248
FDW51,Regular,Meat,213.856,OUT045,,Tier 2,Supermarket Type1,Female,18,Doctor,810.9444
FDF21,Regular,Fruits and Vegetables,187.953,OUT019,Small,Tier 1,Grocery Store,Female,61,Doctor,6189.2768
FDH26,Regular,Canned,140.1496,OUT019,Small,Tier 1,Grocery Store,Male,49,Artist,2057.9878
FDJ03,Regular,Dairy,50.2692,OUT049,Medium,Tier 1,Supermarket Type1,Female,39,Artist,1069.2748
FDU35,Low Fat,Breads,97.97,OUT017,,Tier 2,Supermarket Type1,Male,52,Healthcare,2768.3964
DRL01,Regular,Soft Drinks,231.8958,OUT018,Medium,Tier 3,Supermarket Type2,Male,56,Healthcare,2073.967
FDE59,Low Fat,Starchy Foods,36.7532,OUT045,,Tier 2,Supermarket Type1,Female,55,Healthcare,1006.6896
FDI60,Regular,Baking Goods,63.951,OUT035,Small,Tier 2,Supermarket Type1,Female,42,Artist,1323.6104
DRH39,LF,Dairy,77.267,OUT035,Small,Tier 2,Supermarket Type1,Male,33,Healthcare,614.5334
FDK36,Low Fat,Baking Goods,49.3034,OUT049,Medium,Tier 1,Supermarket Type1,Male,19,Doctor,183.095
FDN52,Regular,Frozen Foods,85.2198,OUT045,,Tier 2,Supermarket Type1,Male,27,Artist,2127.8968
FDU12,Regular,Baking Goods,263.1568,OUT017,,Tier 2,Supermarket Type1,Male,38,Lawyer,1444.786
NCT05,Low Fat,Health and Hygiene,255.8672,OUT027,Medium,Tier 3,Supermarket Type3,Female,38,Artist,3279.065
FDS37,Low Fat,Canned,117.2492,OUT027,Medium,Tier 3,Supermarket Type3,Female,43,Artist,5424.9384
FDK24,Low Fat,Baking Goods,46.4744,OUT017,,Tier 2,Supermarket Type1,Male,53,Lawyer,1859.5794
DRF36,Low Fat,Soft Drinks,191.5846,OUT013,High,Tier 3,Supermarket Type1,Male,33,Executive,2055.3246
FDN46,Regular,Snack Foods,101.2332,OUT010,,Tier 3,Grocery Store,Female,30,Lawyer,1332.9316
NCN06,Low Fat,Household,162.3868,OUT045,,Tier 2,Supermarket Type1,Female,22,Artist,878.856
FDD59,Regular,Starchy Foods,80.696,OUT035,Small,Tier 2,Supermarket Type1,Female,33,Executive,2514.0608
FDM14,LF,Canned,109.5254,OUT045,,Tier 2,Supermarket Type1,Male,21,Healthcare,1428.141
FDO10,Regular,Snack Foods,56.3588,OUT018,Medium,Tier 3,Supermarket Type2,Female,20,Executive,6021.4952
FDU35,Low Fat,Breads,98.17,OUT013,High,Tier 3,Supermarket Type1,Male,19,Engineer,612.536
NCA30,Low Fat,Household,188.7872,OUT018,Medium,Tier 3,Supermarket Type2,Male,58,Healthcare,1537.998
NCO41,Low Fat,Health and Hygiene,97.3384,OUT049,Medium,Tier 1,Supermarket Type1,Female,67,Lawyer,392.822
FDI24,Low Fat,Baking Goods,175.837,OUT046,Small,Tier 1,Supermarket Type1,Female,36,Lawyer,222.3772
FDZ16,Regular,Frozen Foods,192.7478,OUT046,Small,Tier 1,Supermarket Type1,Male,30,Lawyer,2783.7098
FDV47,Low Fat,Breads,82.7566,OUT046,Small,Tier 1,Supermarket Type1,Male,23,Artist,792.302
FDV16,Regular,Frozen Foods,34.5558,OUT045,,Tier 2,Supermarket Type1,Female,42,Artist,2376.906
FDZ22,Low Fat,Snack Foods,81.925,OUT035,Small,Tier 2,Supermarket Type1,Male,37,Artist,768.999
FDO20,Regular,Fruits and Vegetables,254.0382,OUT010,,Tier 3,Grocery Store,Male,58,Doctor,316.9208
FDW38,Regular,Dairy,55.6298,OUT013,High,Tier 3,Supermarket Type1,Male,26,Artist,3962.8416
FDW52,Regular,Frozen Foods,164.0526,OUT045,,Tier 2,Supermarket Type1,Female,39,Artist,6723.2484
FDT43,Low Fat,Fruits and Vegetables,51.2324,OUT019,Small,Tier 1,Grocery Store,Female,23,Artist,701.7532
NCS29,Low Fat,Health and Hygiene,264.6884,OUT045,,Tier 2,Supermarket Type1,Male,41,Artist,1071.938
NCC31,Low Fat,Household,154.5972,OUT017,,Tier 2,Supermarket Type1,Male,26,Artist,767.0016
FDA21,LF,Snack Foods,186.6924,OUT017,,Tier 2,Supermarket Type1,Male,25,Healthcare,3159.8868
FDQ55,Regular,Fruits and Vegetables,116.1834,OUT046,Small,Tier 1,Supermarket Type1,Female,19,Executive,652.484
NCE54,Low Fat,Household,75.9354,OUT049,Medium,Tier 1,Supermarket Type1,Female,36,Healthcare,2884.2456
FDD45,Low Fat,Fruits and Vegetables,93.8436,OUT017,,Tier 2,Supermarket Type1,Male,29,Artist,4828.3816
NCP17,Low Fat,Health and Hygiene,63.8168,OUT017,,Tier 2,Supermarket Type1,Female,26,Artist,3520.0846
FDR47,LF,Breads,193.1794,OUT035,Small,Tier 2,Supermarket Type1,Female,78,Lawyer,906.8196
DRM35,Low Fat,Hard Drinks,177.3344,OUT013,High,Tier 3,Supermarket Type1,Male,55,Entertainment,4376.9692
FDR47,LF,Breads,194.2794,OUT019,Small,Tier 1,Grocery Store,Male,26,Artist,639.168
FDX19,Low Fat,Fruits and Vegetables,233.9958,OUT010,,Tier 3,Grocery Store,Female,46,Healthcare,3162.55
FDV22,Regular,Snack Foods,156.263,OUT027,Medium,Tier 3,Supermarket Type3,Male,29,Artist,2633.9048
FDQ46,low fat,Snack Foods,111.2544,OUT027,Medium,Tier 3,Supermarket Type3,Female,36,Lawyer,1054.6272
DRO47,low fat,Hard Drinks,112.286,OUT045,,Tier 2,Supermarket Type1,Female,27,Lawyer,3781.744
FDB44,Low Fat,Fruits and Vegetables,210.6586,OUT010,,Tier 3,Grocery Store,Female,29,Doctor,638.5022
FDN02,Low Fat,Canned,205.1638,OUT010,,Tier 3,Grocery Store,Male,25,Doctor,593.2278
FDW10,Low Fat,Snack Foods,174.537,OUT045,,Tier 2,Supermarket Type1,Male,30,Executive,115.1834
FDJ41,Low Fat,Frozen Foods,262.5594,OUT019,Small,Tier 1,Grocery Store,Female,45,Lawyer,1959.4494
FDM50,Regular,Canned,58.322,OUT046,Small,Tier 1,Supermarket Type1,Male,21,Entertainment,1840.937
FDW10,Low Fat,Snack Foods,177.037,OUT035,Small,Tier 2,Supermarket Type1,Male,41,Artist,750.3566
FDY48,Low Fat,Baking Goods,102.2332,OUT049,Medium,Tier 1,Supermarket Type1,Female,38,Artist,750.3566
NCE30,Low Fat,Household,212.9902,OUT027,Medium,Tier 3,Supermarket Type3,Male,28,Artist,7685.9952
FDO04,Low Fat,Frozen Foods,56.7614,OUT045,,Tier 2,Supermarket Type1,Female,33,Healthcare,1768.3648
FDQ26,Regular,Dairy,57.9562,OUT010,,Tier 3,Grocery Store,Male,31,Artist,3472.147
NCX29,Low Fat,Health and Hygiene,146.1102,OUT018,Medium,Tier 3,Supermarket Type2,Female,45,Artist,540.6296
FDE39,Low Fat,Dairy,117.7782,OUT046,Small,Tier 1,Supermarket Type1,Male,47,Artist,1596.5884
NCR54,Low Fat,Household,194.811,OUT027,Medium,Tier 3,Supermarket Type3,Female,39,Entertainment,1024.6662
NCP55,Low Fat,Others,56.8614,OUT027,Medium,Tier 3,Supermarket Type3,Male,47,Entertainment,205.0664
FDX22,Regular,Snack Foods,211.2928,OUT017,,Tier 2,Supermarket Type1,Male,53,Artist,6096.0648
FDI05,reg,Frozen Foods,74.0354,OUT035,Small,Tier 2,Supermarket Type1,Male,27,Lawyer,3289.052
FDC51,Regular,Dairy,124.873,OUT027,Medium,Tier 3,Supermarket Type3,Male,37,Healthcare,699.09
FDC10,Regular,Snack Foods,119.2098,OUT013,High,Tier 3,Supermarket Type1,Male,62,Artist,6207.9192
FDJ46,Low Fat,Snack Foods,174.3054,OUT045,,Tier 2,Supermarket Type1,Male,29,Entertainment,3950.1914
FDV10,Regular,Snack Foods,44.2112,OUT010,,Tier 3,Grocery Store,Female,51,Artist,1331.6
FDX12,reg,Baking Goods,242.5196,OUT027,Medium,Tier 3,Supermarket Type3,Female,30,Artist,3062.0142
FDL43,Low Fat,Meat,77.867,OUT019,Small,Tier 1,Grocery Store,Male,18,Healthcare,4294.41
DRB13,Regular,Soft Drinks,189.053,OUT046,Small,Tier 1,Supermarket Type1,Male,87,Artist,399.48
FDF59,Low Fat,Starchy Foods,128.002,OUT027,Medium,Tier 3,Supermarket Type3,Male,68,Lawyer,739.038
FDT35,Regular,Breads,167.8816,OUT049,Medium,Tier 1,Supermarket Type1,Male,84,Entertainment,101.2016
NCJ19,Low Fat,Others,58.3588,OUT035,Small,Tier 2,Supermarket Type1,Female,22,Artist,4042.7376
FDT35,Regular,Breads,169.6816,OUT018,Medium,Tier 3,Supermarket Type2,Male,22,Doctor,2764.4016
FDI48,Regular,Baking Goods,49.6666,OUT046,Small,Tier 1,Supermarket Type1,Male,21,Artist,339.558
DRC24,Low Fat,Soft Drinks,152.2998,OUT019,Small,Tier 1,Grocery Store,Female,89,Engineer,3089.9778
NCZ05,Low Fat,Health and Hygiene,102.899,OUT017,,Tier 2,Supermarket Type1,Female,73,Lawyer,1231.73
FDJ57,Regular,Seafood,185.3582,OUT049,Medium,Tier 1,Supermarket Type1,Female,75,Lawyer,109.857
FDX11,Regular,Baking Goods,182.5634,OUT017,,Tier 2,Supermarket Type1,Male,20,Artist,892.172
FDE09,Low Fat,Fruits and Vegetables,110.8228,OUT035,Small,Tier 2,Supermarket Type1,Male,22,Artist,5049.4272
NCK06,Low Fat,Household,120.2756,OUT049,Medium,Tier 1,Supermarket Type1,Male,22,Executive,1018.674
DRE37,Low Fat,Soft Drinks,189.9872,OUT017,,Tier 2,Supermarket Type1,Female,63,Lawyer,2540.6928
FDV56,Regular,Fruits and Vegetables,106.0596,OUT046,Small,Tier 1,Supermarket Type1,Male,46,Healthcare,3215.814
FDY43,Low Fat,Fruits and Vegetables,167.2474,OUT017,,Tier 2,Supermarket Type1,Female,58,Artist,135.8232
FDV35,Low Fat,Breads,153.6314,OUT013,High,Tier 3,Supermarket Type1,Male,41,Healthcare,3089.9778
FDF05,Low Fat,Frozen Foods,261.691,OUT019,Small,Tier 1,Grocery Store,Female,42,Homemaker,2836.308
FDA36,Low Fat,Baking Goods,183.4924,OUT035,Small,Tier 2,Supermarket Type1,Female,43,Lawyer,703.0848
FDS13,Low Fat,Canned,263.0884,OUT027,Medium,Tier 3,Supermarket Type3,Female,49,Lawyer,2527.3768
FDU47,Regular,Breads,141.9838,OUT013,High,Tier 3,Supermarket Type1,Female,40,Artist,282.2992
FDI36,Regular,Baking Goods,195.8426,OUT010,,Tier 3,Grocery Store,Female,53,Doctor,679.116
FDH48,Low Fat,Baking Goods,86.454,OUT046,Small,Tier 1,Supermarket Type1,Male,36,Doctor,6528.169
FDZ14,Regular,Dairy,121.5756,OUT013,High,Tier 3,Supermarket Type1,Male,50,Artist,2586.633
FDS46,Regular,Snack Foods,121.0782,OUT013,High,Tier 3,Supermarket Type1,Male,42,Healthcare,790.9704
FDE21,Low Fat,Fruits and Vegetables,117.8492,OUT017,,Tier 2,Supermarket Type1,Female,30,Artist,272.978
FDA26,Regular,Dairy,220.5482,OUT049,Medium,Tier 1,Supermarket Type1,Male,29,Artist,1091.912
FDV12,Regular,Baking Goods,99.9384,OUT046,Small,Tier 1,Supermarket Type1,Male,28,Entertainment,1158.492
FDL46,Low Fat,Snack Foods,115.9466,OUT019,Small,Tier 1,Grocery Store,Male,27,Entertainment,5327.0658
FDN57,Low Fat,Snack Foods,143.0154,OUT013,High,Tier 3,Supermarket Type1,Female,49,Healthcare,4288.4178
NCJ18,Low Fat,Household,117.6124,OUT017,,Tier 2,Supermarket Type1,Male,32,Engineer,4119.9704
FDO36,Low Fat,Baking Goods,179.666,OUT045,,Tier 2,Supermarket Type1,Female,25,Executive,4566.7222
FDX55,Low Fat,Fruits and Vegetables,215.8166,OUT018,Medium,Tier 3,Supermarket Type2,Female,63,Marketing,1750.3882
FDT25,LF,Canned,123.3072,OUT019,Small,Tier 1,Grocery Store,Female,42,Doctor,1006.6896
FDD16,Low Fat,Frozen Foods,74.7696,OUT049,Medium,Tier 1,Supermarket Type1,Female,31,Executive,1435.4648
NCX18,Low Fat,Household,196.111,OUT013,High,Tier 3,Supermarket Type1,Male,71,Healthcare,3903.5854
NCG55,Low Fat,Household,114.6176,OUT018,Medium,Tier 3,Supermarket Type2,Female,20,Artist,4685.9004
NCV18,Low Fat,Household,83.225,OUT049,Medium,Tier 1,Supermarket Type1,Male,22,Lawyer,111.1886
NCS18,Low Fat,Household,107.6938,OUT035,Small,Tier 2,Supermarket Type1,Female,29,Artist,2596.62
FDC37,Low Fat,Baking Goods,107.0938,OUT045,,Tier 2,Supermarket Type1,Male,47,Doctor,41.2796
FDE47,Low Fat,Starchy Foods,124.0046,OUT046,Small,Tier 1,Supermarket Type1,Female,43,Artist,1999.3974
DRG49,Low Fat,Soft Drinks,245.6486,OUT019,Small,Tier 1,Grocery Store,Female,32,Artist,2707.1428
FDC39,Low Fat,Dairy,206.9296,OUT049,Medium,Tier 1,Supermarket Type1,Female,47,Homemaker,1427.4752
FDH24,Low Fat,Baking Goods,159.1288,OUT019,Small,Tier 1,Grocery Store,Female,46,Healthcare,191.0846
FDV39,Low Fat,Meat,198.3426,OUT027,Medium,Tier 3,Supermarket Type3,Female,41,Engineer,3819.0288
NCL17,Low Fat,Health and Hygiene,143.0812,OUT045,,Tier 2,Supermarket Type1,Male,37,Executive,47.9376
NCY53,Low Fat,Health and Hygiene,113.3544,OUT035,Small,Tier 2,Supermarket Type1,Female,40,Artist,1444.786
FDH52,Regular,Frozen Foods,63.4194,OUT013,High,Tier 3,Supermarket Type1,Female,60,Marketing,5275.7992
NCD19,Low Fat,Household,53.7614,OUT018,Medium,Tier 3,Supermarket Type2,Female,46,Engineer,985.384
FDI44,Low Fat,Fruits and Vegetables,76.3328,OUT046,Small,Tier 1,Supermarket Type1,Female,36,Executive,1065.28
DRD49,Low Fat,Soft Drinks,237.9564,OUT027,Medium,Tier 3,Supermarket Type3,Male,38,Artist,926.7936
FDN08,Regular,Fruits and Vegetables,119.0466,OUT035,Small,Tier 2,Supermarket Type1,Female,32,Engineer,2768.3964
FDO20,Regular,Fruits and Vegetables,253.0382,OUT027,Medium,Tier 3,Supermarket Type3,Female,41,Artist,2841.6344
FDY02,Regular,Dairy,261.791,OUT046,Small,Tier 1,Supermarket Type1,Female,56,Artist,3020.0688
FDX23,Low Fat,Baking Goods,93.4436,OUT045,,Tier 2,Supermarket Type1,Female,31,Lawyer,5797.7864
FDX01,Low Fat,Canned,115.915,OUT017,,Tier 2,Supermarket Type1,Male,45,Engineer,4012.7766
FDH20,Regular,Fruits and Vegetables,96.641,OUT027,Medium,Tier 3,Supermarket Type3,Male,69,Entertainment,2929.52
NCX41,Low Fat,Health and Hygiene,211.7244,OUT017,,Tier 2,Supermarket Type1,Female,37,Artist,191.0846
FDD21,Regular,Fruits and Vegetables,115.2176,OUT027,Medium,Tier 3,Supermarket Type3,Male,47,Lawyer,2157.192
DRH11,Low Fat,Hard Drinks,54.4614,OUT019,Small,Tier 1,Grocery Store,Female,52,Healthcare,4965.5364
DRE60,Low Fat,Soft Drinks,225.472,OUT018,Medium,Tier 3,Supermarket Type2,Male,57,Artist,2848.9582
FDB10,Low Fat,Snack Foods,237.259,OUT013,High,Tier 3,Supermarket Type1,Male,50,Doctor,6145.334
FDH38,Low Fat,Canned,117.7808,OUT013,High,Tier 3,Supermarket Type1,Male,27,Doctor,1960.781
NCL07,Low Fat,Others,38.648,OUT018,Medium,Tier 3,Supermarket Type2,Male,45,Lawyer,790.9704
FDD48,Low Fat,Baking Goods,113.5176,OUT046,Small,Tier 1,Supermarket Type1,Male,30,Lawyer,367.5216
NCT54,Low Fat,Household,93.4094,OUT027,Medium,Tier 3,Supermarket Type3,Male,45,,1821.6288
FDF32,Low Fat,Fruits and Vegetables,198.6426,OUT027,Medium,Tier 3,Supermarket Type3,Male,30,Artist,1737.738
DRH51,Low Fat,Dairy,88.0856,OUT045,,Tier 2,Supermarket Type1,Male,31,Doctor,2241.7486
DRG03,Low Fat,Dairy,155.4998,OUT035,Small,Tier 2,Supermarket Type1,Female,45,Executive,61.9194
NCY42,Low Fat,Household,142.947,OUT019,Small,Tier 1,Grocery Store,Male,67,Doctor,3681.874
FDH32,Low Fat,Fruits and Vegetables,94.941,OUT017,,Tier 2,Supermarket Type1,Female,76,Lawyer,2802.3522
NCJ06,Low Fat,Household,120.6782,OUT027,Medium,Tier 3,Supermarket Type3,Female,69,Healthcare,649.155
FDH47,Regular,Starchy Foods,96.8068,OUT027,Medium,Tier 3,Supermarket Type3,Male,83,Entertainment,1078.596
FDZ08,Regular,Fruits and Vegetables,81.9592,OUT018,Medium,Tier 3,Supermarket Type2,Male,38,Healthcare,1390.1904
FDK16,LF,Frozen Foods,95.6094,OUT017,,Tier 2,Supermarket Type1,Male,36,Doctor,2624.5836
DRG01,Low Fat,Soft Drinks,75.867,OUT018,Medium,Tier 3,Supermarket Type2,Male,41,Marketing,447.4176
NCM53,Low Fat,Health and Hygiene,105.128,OUT027,Medium,Tier 3,Supermarket Type3,Male,69,Lawyer,2929.52
NCB07,Low Fat,Household,197.011,OUT035,Small,Tier 2,Supermarket Type1,Male,33,Artist,1665.8316
NCZ06,Low Fat,Household,253.2698,OUT035,Small,Tier 2,Supermarket Type1,Male,38,Artist,1571.288
FDU48,Low Fat,Baking Goods,130.6284,OUT049,Medium,Tier 1,Supermarket Type1,Male,48,Artist,1917.504
NCB55,Low Fat,Household,59.2562,OUT027,Medium,Tier 3,Supermarket Type3,Male,51,Artist,3904.917
FDP15,Low Fat,Meat,258.233,OUT013,High,Tier 3,Supermarket Type1,Male,56,Artist,2316.984
FDF17,Low Fat,Frozen Foods,196.011,OUT046,Small,Tier 1,Supermarket Type1,Male,57,Artist,685.1082
NCN06,Low Fat,Household,164.9868,OUT049,Medium,Tier 1,Supermarket Type1,Female,49,Lawyer,3705.8428
DRM48,Low Fat,Soft Drinks,38.1848,OUT018,Medium,Tier 3,Supermarket Type2,Female,30,Marketing,6474.2392
FDH10,low fat,Snack Foods,191.7478,OUT046,Small,Tier 1,Supermarket Type1,Female,40,Artist,150.4708
FDC60,Regular,Baking Goods,88.1514,OUT018,Medium,Tier 3,Supermarket Type2,Male,30,Artist,3629.9416
FDE35,Regular,Starchy Foods,58.2904,OUT018,Medium,Tier 3,Supermarket Type2,Male,38,Artist,6759.2016
DRI23,Low Fat,Hard Drinks,162.3578,OUT013,High,Tier 3,Supermarket Type1,Male,31,Artist,2045.3376
NCR38,Low Fat,Household,253.5724,OUT013,High,Tier 3,Supermarket Type1,Male,33,Artist,4729.8432
FDP04,Low Fat,Frozen Foods,62.4168,OUT035,Small,Tier 2,Supermarket Type1,Male,50,Healthcare,866.8716
NCW17,Low Fat,Health and Hygiene,130.2994,OUT045,,Tier 2,Supermarket Type1,Female,52,Artist,3179.195
FDX34,Low Fat,Snack Foods,122.2098,OUT017,,Tier 2,Supermarket Type1,Male,39,Entertainment,2149.2024
NCK53,Low Fat,Health and Hygiene,98.1042,OUT045,,Tier 2,Supermarket Type1,Male,73,Lawyer,4604.6728
NCO54,Low Fat,Household,55.7614,OUT010,,Tier 3,Grocery Store,Male,46,Marketing,2581.9724
NCH55,Low Fat,Household,127.202,OUT046,Small,Tier 1,Supermarket Type1,Female,50,Lawyer,2484.7656
FDT44,Low Fat,Fruits and Vegetables,117.1466,OUT027,Medium,Tier 3,Supermarket Type3,Male,30,Artist,5329.0632
DRG49,Low Fat,Soft Drinks,242.8486,OUT046,Small,Tier 1,Supermarket Type1,Male,60,Lawyer,4141.276
FDX46,Regular,Snack Foods,57.6562,OUT010,,Tier 3,Grocery Store,Male,39,Lawyer,44.6086
DRG36,Low Fat,Soft Drinks,170.6106,OUT049,Medium,Tier 1,Supermarket Type1,Male,59,Healthcare,2332.9632
FDU37,reg,Canned,80.996,OUT049,Medium,Tier 1,Supermarket Type1,Male,51,Engineer,1118.544
FDK10,Regular,Snack Foods,181.666,OUT049,Medium,Tier 1,Supermarket Type1,Male,40,Lawyer,1576.6144
DRF37,Low Fat,Soft Drinks,261.391,OUT027,Medium,Tier 3,Supermarket Type3,Male,23,Healthcare,2910.2118
FDC44,Low Fat,Fruits and Vegetables,112.6518,OUT035,Small,Tier 2,Supermarket Type1,Female,53,Lawyer,2852.2872
FDP15,Low Fat,Meat,257.433,OUT046,Small,Tier 1,Supermarket Type1,Male,32,Engineer,3372.9428
FDZ27,Low Fat,Dairy,49.535,OUT027,Medium,Tier 3,Supermarket Type3,Female,52,Artist,1281.665
FDY22,Regular,Snack Foods,143.4128,OUT019,Small,Tier 1,Grocery Store,Male,31,,2127.231
DRG51,Low Fat,Dairy,165.9526,OUT035,Small,Tier 2,Supermarket Type1,Female,30,Artist,767.0016
FDN58,Regular,Snack Foods,233.5984,OUT045,,Tier 2,Supermarket Type1,Female,25,Healthcare,293.6178
FDW01,Low Fat,Canned,154.0682,OUT049,Medium,Tier 1,Supermarket Type1,Female,40,Homemaker,1038.648
FDX24,Low Fat,Baking Goods,93.5462,OUT018,Medium,Tier 3,Supermarket Type2,Male,27,Artist,1581.9408
FDO51,Regular,Meat,42.6112,OUT017,,Tier 2,Supermarket Type1,Male,61,Healthcare,3444.8492
FDJ52,Low Fat,Frozen Foods,161.5578,OUT027,Medium,Tier 3,Supermarket Type3,Male,33,Artist,1695.1268
NCY06,Low Fat,Household,129.4968,OUT010,,Tier 3,Grocery Store,Male,28,Entertainment,545.2902
FDE20,Regular,Fruits and Vegetables,168.179,OUT018,Medium,Tier 3,Supermarket Type2,Male,48,Lawyer,162.4552
FDT23,Regular,Breads,76.2986,OUT010,,Tier 3,Grocery Store,Female,73,Artist,6207.9192
FDQ51,Regular,Meat,49.1718,OUT046,Small,Tier 1,Supermarket Type1,Male,36,Doctor,97.2068
FDE35,Regular,Starchy Foods,59.9904,OUT046,Small,Tier 1,Supermarket Type1,Male,32,Executive,675.787
FDB46,reg,Snack Foods,212.4244,OUT013,High,Tier 3,Supermarket Type1,Male,82,Lawyer,4532.7664
NCG19,Low Fat,Household,233.1616,OUT035,Small,Tier 2,Supermarket Type1,Male,28,Artist,1304.968
NCL06,Low Fat,Household,260.4594,OUT018,Medium,Tier 3,Supermarket Type2,Male,42,,447.4176
FDT36,Low Fat,Baking Goods,34.3874,OUT019,Small,Tier 1,Grocery Store,Female,60,Entertainment,858.882
FDC56,Low Fat,Fruits and Vegetables,121.344,OUT049,Medium,Tier 1,Supermarket Type1,Male,46,Artist,1134.5232
FDJ26,Regular,Canned,214.7218,OUT049,Medium,Tier 1,Supermarket Type1,Male,31,Artist,2189.1504
FDZ59,Regular,Baking Goods,168.35,OUT017,,Tier 2,Supermarket Type1,Male,50,Artist,179.766
FDV11,Regular,Breads,176.3054,OUT027,Medium,Tier 3,Supermarket Type3,Male,30,Artist,3094.6384
FDR13,Regular,Canned,115.3492,OUT010,,Tier 3,Grocery Store,Male,49,Artist,982.7208
FDI15,low fat,Dairy,263.6884,OUT018,Medium,Tier 3,Supermarket Type2,Male,51,Healthcare,1018.0082
FDF47,Low Fat,Starchy Foods,223.6746,OUT018,Medium,Tier 3,Supermarket Type2,Male,46,Artist,1603.9122
NCB54,Low Fat,Health and Hygiene,129.4336,OUT019,Small,Tier 1,Grocery Store,Male,53,Artist,2181.1608
NCK19,Low Fat,Others,192.5478,OUT027,Medium,Tier 3,Supermarket Type3,Male,65,Lawyer,711.0744
FDX16,Low Fat,Frozen Foods,151.305,OUT017,,Tier 2,Supermarket Type1,Male,22,Entertainment,2996.1
FDL50,Regular,Canned,126.1046,OUT045,,Tier 2,Supermarket Type1,Male,65,Doctor,218.3824
NCE31,Low Fat,Household,35.2216,OUT035,Small,Tier 2,Supermarket Type1,Male,39,Healthcare,3247.7724
DRJ01,Low Fat,Soft Drinks,161.6236,OUT049,Medium,Tier 1,Supermarket Type1,Male,84,Healthcare,6723.2484
FDE22,Low Fat,Snack Foods,160.392,OUT013,High,Tier 3,Supermarket Type1,Male,37,Entertainment,3448.844
FDY20,Regular,Fruits and Vegetables,89.0488,OUT019,Small,Tier 1,Grocery Store,Female,28,Doctor,316.9208
NCO14,Low Fat,Household,44.6086,OUT045,,Tier 2,Supermarket Type1,Male,82,Healthcare,3199.169
NCR50,Low Fat,Household,151.434,OUT017,,Tier 2,Supermarket Type1,Male,87,Engineer,3972.8286
DRM47,Low Fat,Hard Drinks,191.1846,OUT017,,Tier 2,Supermarket Type1,Male,69,Entertainment,778.986
FDO27,Regular,Meat,96.1752,OUT010,,Tier 3,Grocery Store,Male,51,Marketing,3815.034
FDJ20,Regular,Fruits and Vegetables,124.8388,OUT027,Medium,Tier 3,Supermarket Type3,Female,74,Marketing,1791.6678
NCX17,Low Fat,Health and Hygiene,234.73,OUT013,High,Tier 3,Supermarket Type1,Male,79,Engineer,1436.7964
FDG59,Low Fat,Starchy Foods,36.9164,OUT049,Medium,Tier 1,Supermarket Type1,Male,21,Artist,1797.66
FDD52,Regular,Dairy,108.657,OUT045,,Tier 2,Supermarket Type1,Female,20,Artist,3846.9924
FDO48,Regular,Baking Goods,221.9456,OUT017,,Tier 2,Supermarket Type1,Female,43,Artist,7084.112
FDC59,Regular,Starchy Foods,63.7168,OUT019,Small,Tier 1,Grocery Store,Female,25,Artist,2085.2856
FDS15,Regular,Meat,108.0596,OUT018,Medium,Tier 3,Supermarket Type2,Male,43,Lawyer,193.7478
FDB47,Low Fat,Snack Foods,210.5612,OUT035,Small,Tier 2,Supermarket Type1,Female,42,Healthcare,996.0368
